player_id,name,team,role,role_P,role_D,role_C,role_A,fvm,qta,ovr,prezzo_cons,titolarita_pct,titolarita,fragility_score,partite_saltate_tot,giorni_stop_tot,disponibilita_pct,recidive_muscolari,is_injured_initial,is_rigorista,is_oop,presenze_2526,mv_2526,fm_2526,xg90_2526,xa90_2526,rating_2526,presenze_2627,starts_2627,minuti_2627,gol_2627,assist_2627,tot_bonus_2627,tot_malus_2627,mv_2627,fm_2627,xg90_2627,xa90_2627,roi_fm_su_prezzo,target_fanta_media,target_gol,target_assist,target_minuti,target_roi_fvm
252,Biraghi,Torino,D,0,1,0,0,5.0,2.0,57.0,1.0,50.0,50.0,33.0,4,23,94.7,1,0,0,1,14,5.68,5.68,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
487,De Silvestri,Bologna,D,0,1,0,0,4.0,1.0,57.0,1.0,7.0,7.0,29.0,6,36,92.1,0,0,0,1,12,6.04,5.96,0.0,0.0,6.5,1,0,38,0,0,0.0,0.0,5.5,5.5,,,5.5,5.5,0,0,38,5.5
5449,Parisi,Fiorentina,D,0,1,0,0,10.0,4.0,57.0,1.0,50.0,50.0,70.0,15,206,80.3,0,1,0,1,23,6.02,5.98,0.08,0.1,6.94,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
2640,Kolasinac,Atalanta,D,0,1,0,0,8.0,6.0,57.0,1.0,67.0,67.0,95.0,39,280,48.7,3,0,0,0,19,6.03,5.95,0.01,0.02,6.5,4,3,248,0,0,0.0,0.0,5.75,5.75,0.01,0.03,5.75,5.75,0,0,248,5.75
7540,Akpoguma,Frosinone,D,0,1,0,0,6.0,3.0,57.0,1.0,50.0,50.0,5.0,0,0,100.0,0,0,0,0,0,6.0,6.0,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
5812,Terracciano F.,Milan,D,0,1,0,0,4.0,2.0,57.0,1.0,7.0,7.0,5.0,0,0,100.0,0,0,0,0,36,5.86,5.83,0.06,0.02,6.73,1,0,9,0,0,0.0,0.0,6.0,6.0,,,6.0,6.0,0,0,9,6.0
7525,Diawara S.,Milan,D,0,1,0,0,4.0,2.0,56.0,1.0,50.0,50.0,5.0,0,0,100.0,0,0,0,0,0,6.0,6.0,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
6681,Sagrado,Venezia,D,0,1,0,0,4.0,2.0,55.0,1.0,41.0,41.0,62.0,18,125,76.3,1,0,0,1,0,6.0,6.0,0.0,0.0,6.5,4,1,184,1,0,3.0,0.0,6.0,6.75,0.61,0.03,6.75,6.75,1,0,184,6.75
7413,Puczka,Genoa,D,0,1,0,0,3.0,2.0,55.0,1.0,7.0,7.0,9.0,1,5,98.7,0,0,0,1,0,6.0,6.0,0.0,0.0,6.5,1,0,37,0,0,0.0,0.0,6.0,6.0,,,6.0,6.0,0,0,37,6.0
7476,Bakoune,Monza,D,0,1,0,0,4.0,2.0,55.0,1.0,41.0,41.0,41.0,9,142,88.2,0,0,0,1,0,6.0,6.0,0.0,0.0,6.5,4,1,177,0,0,0.0,0.0,6.0,6.0,0.03,0.02,6.0,6.0,0,0,177,6.0
6985,Candè,Sassuolo,D,0,1,0,0,7.0,3.0,55.0,1.0,50.0,50.0,70.0,29,270,61.8,0,1,0,0,12,5.79,5.71,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
6890,Moreno M.,Venezia,D,0,1,0,0,6.0,4.0,55.0,1.0,47.0,47.0,58.0,7,43,90.8,3,0,0,0,0,6.0,6.0,0.04,0.03,6.8,3,2,189,0,0,0.0,1.0,5.5,5.17,0.25,0.01,5.17,5.17,0,0,189,5.17
5994,Ebosse,Udinese,D,0,1,0,0,5.0,3.0,55.0,1.0,87.0,87.0,41.0,4,31,94.7,0,0,0,0,17,5.76,5.71,0.0,0.0,6.5,5,4,413,0,0,0.0,0.0,5.6,5.6,0.02,0.04,5.6,5.6,0,0,413,5.6
6537,Goglichidze,Monza,D,0,1,0,0,5.0,2.0,55.0,1.0,50.0,50.0,37.0,8,50,89.5,0,0,0,0,8,5.81,5.69,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
6149,Carboni F.,Parma,D,0,1,0,0,3.0,1.0,54.0,1.0,50.0,50.0,5.0,0,0,100.0,0,0,0,1,7,6.0,6.0,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
5498,Casale,Bologna,D,0,1,0,0,5.0,3.0,54.0,1.0,50.0,50.0,75.0,22,166,71.1,3,0,0,0,12,5.71,5.71,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
6977,Otoa,Genoa,D,0,1,0,0,5.0,2.0,54.0,1.0,27.0,27.0,75.0,25,158,67.1,3,0,0,0,13,5.69,5.5,0.0,0.0,6.5,2,1,93,0,0,0.0,0.5,5.25,5.0,,,5.0,5.0,0,0,93,5.0
294,Rugani,Juventus,D,0,1,0,0,3.0,1.0,54.0,1.0,50.0,50.0,62.0,18,89,76.3,1,0,0,0,12,5.79,5.71,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
6883,Jean,Lecce,D,0,1,0,0,4.0,2.0,52.0,1.0,50.0,50.0,70.0,24,257,68.4,0,0,0,0,7,5.86,5.79,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
6039,Cabal,Juventus,D,0,1,0,0,4.0,1.0,52.0,1.0,50.0,50.0,100.0,70,437,10.0,3,1,0,1,12,5.96,6.42,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
6826,Dembelè A.,Lecce,D,0,1,0,0,2.0,1.0,52.0,1.0,50.0,50.0,13.0,2,14,97.4,0,0,0,1,2,5.5,5.5,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
6673,Sverko,Venezia,D,0,1,0,0,7.0,3.0,52.0,1.0,50.0,50.0,77.0,17,200,77.6,1,1,0,0,0,6.0,6.0,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
7125,Idrissi R.,Cagliari,D,0,1,0,0,3.0,3.0,51.0,1.0,50.0,50.0,70.0,17,237,77.6,0,1,0,1,23,5.87,6.07,0.06,0.02,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
6809,Marianucci,Napoli,D,0,1,0,0,3.0,1.0,51.0,1.0,50.0,50.0,48.0,7,118,90.8,0,1,0,0,12,5.75,5.75,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
7615,Drobnic,Parma,D,0,1,0,0,1.0,2.0,51.0,1.0,40.0,40.0,5.0,0,0,100.0,0,0,0,0,0,6.0,6.0,0.0,0.0,6.5,2,2,200,0,0,0.0,0.5,5.75,5.5,,0.0,5.5,5.5,0,0,200,5.5
5424,Amey,Frosinone,D,0,1,0,0,1.0,1.0,51.0,1.0,14.0,14.0,50.0,46,416,39.5,0,0,0,0,0,6.0,6.0,0.0,0.0,6.5,2,0,20,0,0,0.0,0.0,6.0,6.0,,,6.0,6.0,0,0,20,6.0
7478,Franjic,Venezia,D,0,1,0,0,7.0,3.0,50.0,1.0,27.0,27.0,65.0,13,158,82.9,0,1,0,1,0,6.0,6.0,0.0,0.0,6.5,2,1,145,0,0,0.0,0.0,5.75,5.75,0.18,0.02,5.75,5.75,0,0,145,5.75
327,Patric,Lazio,D,0,1,0,0,1.0,1.0,50.0,1.0,50.0,50.0,90.0,41,354,46.1,3,0,0,0,14,5.89,5.82,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
7454,Gomes,Venezia,D,0,1,0,0,1.0,1.0,50.0,1.0,50.0,50.0,5.0,0,0,100.0,0,0,0,0,0,6.0,6.0,0.2,0.04,6.43,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
7553,Omar Fayed,Frosinone,D,0,1,0,0,1.0,1.0,50.0,1.0,50.0,50.0,50.0,13,118,82.9,0,0,0,0,8,5.75,5.69,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
7604,Maye,Monza,D,0,1,0,0,1.0,1.0,50.0,1.0,14.0,14.0,50.0,30,77,60.5,0,0,0,0,0,6.0,6.0,0.0,0.0,6.5,2,0,19,0,0,0.0,0.0,6.0,6.0,,,6.0,6.0,0,0,19,6.0
418,Goldaniga,Como,D,0,1,0,0,1.0,1.0,49.0,1.0,50.0,50.0,70.0,18,115,76.3,0,0,0,0,2,6.0,6.0,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
5399,Antov,Monza,D,0,1,0,0,2.0,1.0,49.0,1.0,50.0,50.0,70.0,19,177,75.0,0,0,0,0,0,6.0,6.0,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
7156,Pieragnolo,Sassuolo,D,0,1,0,0,1.0,1.0,48.0,1.0,50.0,50.0,70.0,40,366,47.4,0,1,0,1,0,6.0,6.0,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
5841,Svilar,Roma,P,1,0,0,0,85.0,19.0,98.0,65.0,100.0,100.0,5.0,0,0,100.0,0,0,0,0,38,6.26,5.45,0.0,0.0,7.26,5,5,485,0,0,0.0,3.0,6.4,5.8,,0.0,0.0892,5.8,0,0,485,0.0892
4964,Vicario,Juventus,P,1,0,0,0,70.0,17.0,94.0,63.0,100.0,100.0,50.0,30,171,60.5,0,0,0,0,0,6.0,6.0,0.0,0.0,6.68,5,5,486,0,0,0.0,4.0,6.2,5.4,,0.0,0.0857,5.4,0,0,486,0.0857
5116,Martinez Jo.,Inter,P,1,0,0,0,68.0,17.0,92.0,61.0,100.0,100.0,17.0,3,12,96.1,0,0,0,0,5,6.0,5.2,0.0,0.0,6.5,5,5,487,0,0,0.0,8.0,6.0,4.4,,0.0,0.0721,4.4,0,0,487,0.0721
4431,Carnesecchi,Atalanta,P,1,0,0,0,55.0,17.0,86.0,52.0,100.0,100.0,17.0,3,11,96.1,0,0,0,0,37,6.36,5.58,0.0,0.0,7.23,5,5,486,0,0,1.0,7.0,6.7,5.5,,0.0,0.1058,5.5,0,0,486,0.1058
4312,Maignan,Milan,P,1,0,0,0,52.0,15.0,86.0,49.0,100.0,100.0,13.0,2,23,97.4,0,0,0,0,37,6.26,5.42,0.0,0.0,7.25,5,5,484,0,0,0.0,4.0,6.1,5.3,,0.0,0.1082,5.3,0,0,484,0.1082
6966,Butez,Como,P,1,0,0,0,50.0,15.0,82.0,43.0,80.0,80.0,5.0,0,0,100.0,0,0,0,0,38,6.07,5.37,0.0,0.0,7.38,4,4,397,0,0,0.0,5.0,5.88,4.62,,0.0,0.1074,4.62,0,0,397,0.1074
6482,Mandas,Lazio,P,1,0,0,0,36.0,10.0,77.0,31.0,100.0,100.0,5.0,0,0,100.0,0,0,0,0,0,6.0,6.0,0.0,0.0,6.5,5,5,496,0,0,3.0,3.0,6.6,6.6,,0.0,0.2129,6.6,0,0,496,0.2129
572,Meret,Napoli,P,1,0,0,0,48.0,11.0,77.0,28.0,60.0,60.0,65.0,28,155,63.2,0,1,0,0,11,6.23,5.18,0.0,0.0,6.5,3,3,300,0,0,0.0,5.0,6.33,4.67,,0.0,0.1668,4.67,0,0,300,0.1668
4360,Caprile,Cagliari,P,1,0,0,0,25.0,10.0,71.0,19.0,100.0,100.0,9.0,1,9,98.7,0,0,0,0,38,6.29,4.87,0.0,0.0,6.95,5,5,489,0,0,0.0,2.0,6.5,6.1,,0.0,0.3211,6.1,0,0,489,0.3211
2521,De Gea,Fiorentina,P,1,0,0,0,30.0,11.0,70.0,21.0,100.0,100.0,9.0,1,7,98.7,0,0,0,0,37,6.24,5.0,0.0,0.0,6.77,5,5,486,0,0,0.0,12.5,5.9,3.4,,0.0,0.1619,3.4,0,0,486,0.1619
2134,Falcone,Lecce,P,1,0,0,0,26.0,8.0,68.0,19.0,100.0,100.0,5.0,0,0,100.0,0,0,0,0,38,6.41,5.22,0.0,0.0,7.11,5,5,487,0,0,0.0,10.5,6.1,4.0,,0.0,0.2105,4.0,0,0,487,0.2105
133,Skorupski,Bologna,P,1,0,0,0,32.0,10.0,68.0,18.0,80.0,80.0,74.0,24,131,68.4,2,0,0,0,19,6.18,5.32,0.0,0.0,6.5,4,4,399,0,0,0.0,5.0,5.62,4.38,,0.0,0.2433,4.38,0,0,399,0.2433
6462,Okoye,Udinese,P,1,0,0,0,28.0,9.0,67.0,17.0,100.0,100.0,50.0,14,93,81.6,0,0,0,0,30,6.07,5.08,0.0,0.0,7.01,5,5,488,0,0,0.0,11.0,6.3,4.1,,0.0,0.2412,4.1,0,0,488,0.2412
6534,Perri,Torino,P,1,0,0,0,26.0,9.0,66.0,17.0,60.0,60.0,21.0,4,32,94.7,0,0,0,0,9,6.11,5.11,0.0,0.0,6.5,3,3,295,0,0,0.0,4.0,5.67,4.33,,0.0,0.2547,4.33,0,0,295,0.2547
6344,Sanchez Ro.,Como,P,1,0,0,0,25.0,8.0,65.0,16.0,20.0,20.0,13.0,2,13,97.4,0,0,0,0,0,6.0,6.0,0.0,0.0,6.5,1,1,95,0,0,0.0,1.0,6.0,5.0,,,0.3125,5.0,0,0,95,0.3125
6415,Palmisani,Frosinone,P,1,0,0,0,12.0,5.0,61.0,8.0,100.0,100.0,5.0,0,0,100.0,0,0,0,0,0,6.0,6.0,0.0,0.0,6.5,5,5,504,0,0,0.0,4.0,6.9,6.1,,0.0,0.7625,6.1,0,0,504,0.7625
7332,Bijlow,Genoa,P,1,0,0,0,15.0,8.0,59.0,7.0,100.0,100.0,50.0,33,193,56.6,0,0,0,0,16,6.06,4.78,0.0,0.0,6.5,5,5,492,0,0,0.0,10.0,5.8,3.8,,0.0,0.5429,3.8,0,0,492,0.5429
4236,Muric,Sassuolo,P,1,0,0,0,15.0,7.0,59.0,7.0,100.0,100.0,50.0,14,105,81.6,0,0,0,0,32,6.08,4.77,0.0,0.0,7.29,5,5,490,0,0,0.0,9.0,5.6,3.8,,0.0,0.5429,3.8,0,0,490,0.5429
6662,Corvi,Parma,P,1,0,0,0,10.0,2.0,57.0,4.0,100.0,100.0,5.0,0,0,100.0,0,0,0,0,17,6.18,5.09,0.0,0.0,6.5,5,5,493,0,0,0.0,7.0,6.1,4.7,,0.0,1.175,4.7,0,0,493,1.175
7301,Tornqvist,Monza,P,1,0,0,0,10.0,1.0,57.0,4.0,20.0,20.0,5.0,0,0,100.0,0,0,0,0,0,6.0,6.0,0.0,0.0,6.5,1,1,99,0,0,0.0,1.0,6.5,5.5,,,1.375,5.5,0,0,99,1.375
6248,Stankovic F.,Venezia,P,1,0,0,0,11.0,6.0,54.0,4.0,100.0,100.0,45.0,10,81,86.8,0,0,0,0,0,6.0,6.0,0.0,0.0,6.5,5,5,489,0,0,0.0,13.0,6.0,3.4,,0.0,0.85,3.4,0,0,489,0.85
2170,Milinkovic-Savic V.,Napoli,P,1,0,0,0,5.0,5.0,54.0,3.0,40.0,40.0,41.0,9,49,88.2,0,0,0,0,27,6.2,5.65,0.0,0.0,7.16,2,2,196,0,0,0.0,1.0,6.5,6.0,,0.0,2.0,6.0,0,0,196,2.0
7411,Daffara,Parma,P,1,0,0,0,7.0,6.0,53.0,3.0,50.0,50.0,5.0,0,28,100.0,0,0,0,0,0,6.0,6.0,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
2814,Provedel,Inter,P,1,0,0,0,5.0,2.0,53.0,1.0,50.0,50.0,50.0,13,118,82.9,0,0,0,0,27,6.26,5.35,0.0,0.0,7.21,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
2815,Terracciano,Milan,P,1,0,0,0,1.0,1.0,53.0,1.0,7.0,7.0,5.0,0,0,100.0,0,0,0,0,2,6.0,6.0,0.06,0.02,6.73,1,0,9,0,0,0.0,0.0,,,,,,,0,0,9,
4485,Thiam,Monza,P,1,0,0,0,5.0,4.0,52.0,1.0,60.0,60.0,5.0,0,0,100.0,0,0,0,0,0,6.0,6.0,0.0,0.0,6.5,3,3,294,0,0,0.0,7.0,5.17,2.83,,0.0,2.83,2.83,0,0,294,2.83
7457,Mascardi,Torino,P,1,0,0,0,5.0,1.0,52.0,1.0,40.0,40.0,5.0,0,0,100.0,0,0,0,0,0,6.0,6.0,0.0,0.0,6.5,2,2,193,0,0,0.0,4.0,5.75,3.75,,0.0,3.75,3.75,0,0,193,3.75
6813,Torriani,Milan,P,1,0,0,0,1.0,1.0,52.0,1.0,50.0,50.0,17.0,3,31,96.1,0,0,0,0,0,6.0,6.0,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
7172,Pessina Mas.,Bologna,P,1,0,0,0,1.0,1.0,51.0,1.0,20.0,20.0,5.0,0,0,100.0,0,0,0,0,4,6.12,5.62,0.0,0.0,6.5,1,1,99,0,0,0.0,1.0,6.0,5.0,,,5.0,5.0,0,0,99,5.0
1930,Pinsoglio,Juventus,P,1,0,0,0,1.0,1.0,51.0,1.0,50.0,50.0,50.0,17,84,77.6,0,0,0,0,0,6.0,6.0,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
7337,Motta,Lazio,P,1,0,0,0,1.0,1.0,51.0,1.0,50.0,50.0,50.0,12,93,84.2,0,0,0,0,9,6.0,5.17,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
7534,Renzetti,Lazio,P,1,0,0,0,1.0,1.0,51.0,1.0,50.0,50.0,5.0,0,0,100.0,0,0,0,0,0,6.0,6.0,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
7048,De Marzi,Roma,P,1,0,0,0,1.0,1.0,51.0,1.0,50.0,50.0,5.0,0,0,100.0,0,0,0,0,0,6.0,6.0,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
7533,Happonen,Bologna,P,1,0,0,0,1.0,1.0,50.0,1.0,50.0,50.0,9.0,1,7,98.7,0,0,0,0,0,6.0,6.0,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
2809,Vigorito,Como,P,1,0,0,0,1.0,1.0,50.0,1.0,50.0,50.0,5.0,0,0,100.0,0,0,0,0,0,6.0,6.0,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
6403,Christensen O.,Fiorentina,P,1,0,0,0,1.0,1.0,50.0,1.0,50.0,50.0,17.0,3,14,96.1,0,0,0,0,1,7.5,6.5,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
7466,Lolic,Frosinone,P,1,0,0,0,1.0,1.0,50.0,1.0,50.0,50.0,5.0,0,0,100.0,0,0,0,0,0,6.0,6.0,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
1926,Di Gennaro,Inter,P,1,0,0,0,1.0,1.0,50.0,1.0,50.0,50.0,50.0,42,188,44.7,0,0,0,0,1,6.0,5.0,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
2845,Contini,Napoli,P,1,0,0,0,1.0,1.0,50.0,1.0,50.0,50.0,62.0,16,91,78.9,1,0,0,0,1,6.0,6.0,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
4518,Russo A.,Sassuolo,P,1,0,0,0,1.0,1.0,50.0,1.0,50.0,50.0,5.0,0,0,100.0,0,0,0,0,0,6.0,6.0,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
7363,Siviero,Torino,P,1,0,0,0,1.0,1.0,50.0,1.0,50.0,50.0,5.0,0,17,100.0,0,0,0,0,0,6.0,6.0,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
2127,Satalino,Sassuolo,P,1,0,0,0,1.0,1.0,50.0,1.0,50.0,50.0,5.0,0,0,100.0,0,0,0,0,0,6.0,6.0,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
7560,Pisseri,Frosinone,P,1,0,0,0,1.0,1.0,50.0,1.0,50.0,50.0,5.0,0,0,100.0,0,0,0,0,0,6.0,6.0,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
7611,Mrozek,Udinese,P,1,0,0,0,1.0,1.0,50.0,1.0,50.0,50.0,9.0,1,7,98.7,0,0,0,0,0,6.0,6.0,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
7626,Pompei,Atalanta,P,1,0,0,0,1.0,1.0,50.0,1.0,50.0,50.0,5.0,0,0,100.0,0,0,0,0,0,6.0,6.0,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
7463,Desplanches,Frosinone,P,1,0,0,0,1.0,2.0,49.0,1.0,50.0,50.0,50.0,13,83,82.9,0,0,0,0,0,6.0,6.0,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
4,Sportiello,Atalanta,P,1,0,0,0,1.0,1.0,49.0,1.0,50.0,50.0,41.0,9,80,88.2,0,0,0,0,1,5.5,4.5,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
6650,Sherri,Cagliari,P,1,0,0,0,1.0,1.0,49.0,1.0,50.0,50.0,50.0,12,62,84.2,0,0,0,0,0,6.0,6.0,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
158,Lezzerini,Fiorentina,P,1,0,0,0,1.0,1.0,49.0,1.0,50.0,50.0,49.0,6,35,92.1,0,0,0,0,1,6.0,6.0,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
219,Sommariva,Genoa,P,1,0,0,0,1.0,1.0,49.0,1.0,50.0,50.0,5.0,0,0,100.0,0,0,0,0,2,5.75,3.75,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
6569,Stolz,Genoa,P,1,0,0,0,1.0,1.0,49.0,1.0,50.0,50.0,5.0,0,0,100.0,0,0,0,0,0,6.0,6.0,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
7475,Strajnar,Monza,P,1,0,0,0,1.0,1.0,49.0,1.0,50.0,50.0,5.0,0,0,100.0,0,0,0,0,0,6.0,6.0,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
610,Gollini,Roma,P,1,0,0,0,1.0,1.0,49.0,1.0,50.0,50.0,69.0,11,61,85.5,0,0,0,0,0,6.0,6.0,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
4867,Turati,Sassuolo,P,1,0,0,0,1.0,1.0,49.0,1.0,50.0,50.0,53.0,9,69,88.2,1,0,0,0,6,6.17,5.0,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
543,Padelli,Udinese,P,1,0,0,0,1.0,1.0,49.0,1.0,50.0,50.0,21.0,4,28,94.7,0,0,0,0,2,6.25,5.25,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
5707,Piana,Udinese,P,1,0,0,0,1.0,1.0,49.0,1.0,50.0,50.0,5.0,0,0,100.0,0,0,0,0,0,6.0,6.0,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
7557,Penev,Lecce,P,1,0,0,0,1.0,1.0,49.0,1.0,50.0,50.0,5.0,0,0,100.0,0,0,0,0,0,6.0,6.0,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
6671,Grandi,Venezia,P,1,0,0,0,1.0,1.0,48.0,1.0,50.0,50.0,5.0,0,0,100.0,0,0,0,0,0,6.0,6.0,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
7531,Pozzi,Venezia,P,1,0,0,0,1.0,1.0,48.0,1.0,50.0,50.0,5.0,0,0,100.0,0,0,0,0,0,6.0,6.0,0.01,0.19,6.42,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
3,Radunovic,Cagliari,P,1,0,0,0,1.0,1.0,48.0,1.0,50.0,50.0,69.0,11,104,85.5,0,0,0,0,0,6.0,6.0,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
4957,Montipò,Venezia,P,1,0,0,0,1.0,1.0,48.0,1.0,50.0,50.0,9.0,1,88,98.7,0,0,0,0,35,6.2,4.94,0.0,0.0,6.59,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
4468,Bleve,Lecce,P,1,0,0,0,1.0,1.0,48.0,1.0,50.0,50.0,49.0,11,91,85.5,0,0,0,0,0,6.0,6.0,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
2874,Ghidotti,Parma,P,1,0,0,0,1.0,1.0,47.0,1.0,50.0,50.0,74.0,13,94,82.9,2,0,0,0,0,6.0,6.0,0.0,0.0,6.5,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
7603,Grabara,Juventus,P,1,0,0,0,1.0,1.0,45.0,1.0,50.0,50.0,45.0,7,39,90.8,1,1,0,0,0,6.0,6.0,0.0,0.0,6.84,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,
